"PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
3032898,18205258,24,"2018-10-16T15:00:00","3700 Block East ST Pittsburgh, PA 15214","Y","Perry North","1","HARRASSMENT BY COMUN/ADDRESS","2709(a)(4) Harassment Communicates Prohibited Acts",2602,NA,NA,0,0
2113688,5145945,6,"2005-07-31T10:15:00","5500 Block BEACON ST PITTSBURGH, PA ","N","Point Breeze","4","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",1404,5,3,-79.93038466,40.43352474
2830130,16085367,7,"2016-05-10T08:55:00","3700 Block Hiawatha ST Pittsburgh, PA 15212","N","Brighton Heights","1","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2701,1,1,-80.04513914,40.4811076
3045900,18240728,99,"2018-12-07T10:00:00","5500 Block Walnut ST Pittsburgh, PA 15232","N","Shadyside","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",703,8,2,-79.9335971929764,40.4509740567583
3080571,19101206,14,"2019-05-26T17:20:00","2400 Block Cobden ST Pittsburgh, PA 15203","N","South Side Slopes","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1608,3,3,-79.9723528959848,40.4200522051252
2831307,16089313,3,"2016-05-15T20:26:00","3200 Block Brighton RD Pittsburgh, PA 15212","N","Marshall-Shadeland","1","ROBBERY/HIGHWAY/STRONGARM","2701 Simple Assault. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3701 Robbery.",2715,1,1,-80.03076371,40.47563977
2977016,18029378,99,"2018-02-15T09:40:00","100 Block Larimer AV Pittsburgh, PA 15206","Y","East Liberty","5",NA,"9999 Miscellaneous Report (No Crime)",1115,9,2,-79.91958191,40.46194866
3048523,18250207,6,"2018-12-21T02:00:00","300 Block Cedar AV Pittsburgh, PA 15212","N","East Allegheny","1","THEFT FROM AUTO","3934 Theft from Vehicle",2304,1,1,-80.0009078039902,40.4508935599436
3081978,19104002,26,"2019-05-31T12:30:00","Zone 2","Y","","2","MEGANS LAW VIOLATION","4915 Failure to Comply with Megans Law",NA,NA,NA,NA,NA
2919671,17103101,10,"2017-06-05T16:39:00","Delray ST & Liberty AV Pittsburgh, PA 15222","N","Central Business District","2","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",201,6,6,-80.0031225055338,40.441578681455
2084571,5023241,99,"2005-02-15T08:47:00","5TH AV & SMITHFIELD ST PITTSBURGH, PA ","Y","Golden Triangle/Civic Arena","2",NA,"9497 Aided Case",201,6,6,-79.99864594,40.44008562
2813933,16036736,5,"2016-02-28T19:45:00","400 Block Cherry WY Pittsburgh, PA 15219","N","Golden Triangle/Civic Arena","2","BURGLARY/ATTEMPT/RES","3304 Criminal Mischief.",201,6,6,-79.99847976,40.43894931
3094000,19145102,10,"2019-07-23T21:00:00","700 Block Casino DR Pittsburgh, PA 15212","N","Chateau","1","TERRORISTIC THREATS","2709 Harassment (Non-Specific)",2108,NA,NA,0,0
2970776,18011814,6,"2018-01-19T12:20:00","3900 Block Bigelow BL Pittsburgh, PA 15213","N","North Oakland","4","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",507,6,3,-79.9541829,40.45295397
2964868,17241723,6,"2017-12-01T23:00:00","1800 Block Plainview AV Pittsburgh, PA 15226","N","Brookline","6","THEFT FROM AUTO","3934 Theft from Vehicle",1917,4,4,-80.0161850517539,40.4057686940654
2897748,17037870,99,"2017-03-01T19:20:00","4200 Block Murray AV Pittsburgh, PA 15217","Y","Greenfield","4",NA,"9999 Miscellaneous Report (No Crime)",1517,5,3,-79.9287334889816,40.4231816537412
2112786,5141089,6,"2005-07-09T17:00:00","4900 Block SECOND AV PITTSBURGH, PA 15207","N","Lower Lawrenceville","4","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud",1505,5,3,-79.9440557,40.40990781
3057953,19023407,6,"2019-02-05T09:00:00","7100 Block Reynolds ST Pittsburgh, PA 15208","N","Point Breeze","4","THEFT FROM BUILDING","3921 Theft by Unlawful Taking or Disposition.",1406,9,3,-79.9053962321965,40.4466032336521
2115061,5151272,10,"2005-08-07T04:18:00","0 Block WOOD ST PITTSBURGH, PA ","Y","Larimer","2","TERRORISTIC THREATS","2706 Terroristic Threats.",101,9,2,-79.88398754,40.44904163
3065864,19050046,26,"2019-03-17T02:08:00","1700 Block Sarah ST Pittsburgh, PA 15203","Y","South Side Flats","3","ALL OTHER OFFENSES(EXPT TRAFF)","601.16 Public Urination And Defecation",1702,3,3,-79.9821080843195,40.4279267668471
2958515,17223677,99,"2017-11-18T20:30:00","Case WY & Spring ST Pittsburgh, PA 15210","N","Arlington","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1603,3,4,-79.9710679312984,40.4159088896553
2913658,17088610,4,"2017-05-15T17:34:00","5600 Block Rural ST Pittsburgh, PA 15206","Y","East Liberty","5","AGG ASSAULT/GUN/NO INJURY","2701 Simple Assault. / 2706 Terroristic Threats.",1115,9,2,-79.9293790446445,40.4655513636889
3047212,18244633,6,"2018-11-26T00:01:00","5200 Block Liberty AV Pittsburgh, PA 15224","N","Bloomfield","5","THEFT BICYCLES","3921 Theft by Unlawful Taking or Disposition.",804,7,2,-79.9413451958523,40.4575346147175
2842535,16123536,7,"2016-07-03T01:00:00","1100 Block Liberty AV Pittsburgh, PA 15222","N","Golden Triangle/Civic Arena","2","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",201,7,6,-79.99237413,40.44415497
2906506,17066784,3,"2017-04-13T22:04:00","General Robinson ST & Federal ST Pittsburgh, PA 15212","N","North Shore","1","ROBBERY/HIGHWAY/KNIFE","3701 Robbery.",2205,1,6,-80.0042500647206,40.4482456783134
2855094,16162370,6,"2016-08-28T22:00:00","400 Block S Graham ST Pittsburgh, PA 15232","N","Friendship","5","THEFT FROM AUTO","3934 Theft from Vehicle",807,7,2,-79.93705213,40.45931694
2959394,17228790,99,"2017-11-27T09:00:00","500 Block Maryland AV Pittsburgh, PA 15232","N","Shadyside","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",705,8,2,-79.9312954253349,40.4568325954984
2876985,16226104,6,"2016-12-03T14:30:00","600 Block Lockhart ST Pittsburgh, PA 15212","N","East Allegheny","1","THEFT/ALL OTHERS","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2304,1,1,-79.99878569,40.45279497
2088511,5038053,24,"2005-03-12T15:00:00","2800 Block FREDERICK ST PITTSBURGH, PA ","Y","South Side Flats","1","HARRASSMENT BY COMUN/ADDRESS","2709 Harassment (Non-Specific)",2705,1,1,-80.02965709,40.46995906
3082921,19100887,24,"2019-05-26T03:38:00","900 Block Liberty AV Pittsburgh, PA 15222","Y","Central Business District","2","DISORDERLY CONDUCT","5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST",201,6,6,-79.9979394801918,40.4429453058994
2845673,16133279,99,"2016-07-18T04:14:00","200 Block Arabella ST Pittsburgh, PA 15210","N","Knoxville","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",3001,3,4,-79.99135286,40.41227198
3059046,19026519,7,"2019-02-10T09:45:00","1200 Block Marvista ST Pittsburgh, PA 15212","N","California-Kirkbride","1","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2507,6,1,-80.0246558846572,40.4619736237675
2930384,17143159,6,"2017-07-30T13:28:00","2000 Block Wharton ST Pittsburgh, PA 15203","Y","South Side Flats","3","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1702,3,4,-79.9768133267008,40.4300208249454
2085969,5027367,26,"2005-02-23T08:36:00","7300 Block HERMITAGE ST PITTSBURGH, PA ","Y","Homewood North","5","UNAUTHORIZED USE VEHICLE/AUTO","3928 Unauthorized Use of Automobile and Other Vehicles.",1302,9,2,-79.89300145,40.45963884
2882119,16241397,18,"2016-12-29T17:51:00","Broadway AV & Neeld AV Pittsburgh, PA 15216","Y","Beechview","6","OPIUM/COCAINE/DERV-POSSESS","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance",1920,4,5,-80.03095218,40.40262622
2811743,16029028,10,"2016-02-17T08:20:00","1900 Block SARAH ST PITTSBURGH, PA 15203","Y","South Side Flats","3","RECKLESSLY ENDANGER ANOTH PER","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,4,-79.9791878,40.42769722
3034130,18210571,5,"2018-10-24T01:30:00","400 Block Suncrest ST Pittsburgh, PA 15210","N","Knoxville","3","BURGLARY/FORCE ENT/RES","3502 Burglary.",3001,3,5,-79.99499235,40.41118951
2092588,5049001,10,"2005-03-18T16:00:00","800 Block ARCH ST PITTSBURGH, PA 15212","Y","Allegheny Center","1","TERRORISTIC THREATS","2706 Terroristic Threats.",2204,1,1,-80.00901681,40.45308361
2831193,16090649,10,"2016-05-17T20:00:00","600 Block Bausman ST Pittsburgh, PA 15210","N","Bon Air","3","SIMPLE ASSAULT/NO INJURY","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1806,3,4,-79.99693858,40.4141261
2087259,5032035,3,"2005-03-02T18:30:00","300 Block BROWNSVILLE RD PITTSBURGH, PA ","N","Knoxville","3","ROBBERY/HIGHWAY/KNIFE","3701 Robbery.",3001,3,4,-79.98835946,40.4142895
2823210,16065167,99,"2016-04-11T09:00:00","1400 Block Beaver AV Pittsburgh, PA 15233","N","Chateau","1",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2108,6,1,-80.03003474,40.45676955
3032496,18200178,99,"2018-10-09T18:00:00","DOERVILLE AV & MIFFLIN RD PITTSBURGH, PA 15207","N","New Homestead","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",3103,5,3,-79.93047404,40.38328616
2831067,16086977,99,"2016-05-12T07:30:00","1300 Block Centre AV Pittsburgh, PA 15219","Y","Golden Triangle/Civic Arena","2",NA,"9504 Lost Property",201,6,6,-79.98918472,40.44038369
2090595,5046040,7,"2005-03-24T13:00:00","500 Block ELMER L. WMS SQ PITTSBURGH, PA ","N","Larimer","5","MTR VEH THFT ATTEMPT (AUTO-PASSGR)","901 Criminal Attempt / 3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition.",1204,NA,NA,0,0
3100885,19167854,11,"2019-08-19T13:00:00","400 Block S AIKEN AV Pittsburgh, PA 15224","Y","Bloomfield","5","IDENTITY THEFT","4120 Identity Theft",806,7,2,-79.9383979875622,40.4594766110277
2808665,16020034,26,"2016-02-02T17:17:00","400 Block S Pacific AV Pittsburgh, PA 15224","N","Bloomfield","5","PROTECTIVE ORDERS","9093 Indirect Criminal Contempt",806,7,2,-79.94095746,40.45968012
2976523,18027927,6,"2018-02-13T08:30:00","1700 Block Cosmos ST Pittsburgh, PA 15207","N","Lincoln Place","4","THEFT FROM AUTO","3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",3102,5,3,-79.90755808,40.36676855
2809336,16021552,26,"2016-02-05T01:57:00","Roland ST & S 16th ST Pittsburgh, PA 15203","Y","South Side Flats","3","ALL OTHER OFFENSES(EXPT TRAFF)","601.16 Public Urination And Defecation",1702,3,4,-79.98283645,40.42854098
2880230,16235556,99,"2016-12-19T03:50:00","Cedar AV & E North AV Pittsburgh, PA 15212","Y","Allegheny Center","1",NA,"9497 Aided Case",2204,1,1,-80.00262127,40.45621922
2817903,16047998,10,"2016-03-14T11:30:00","2400 Block SHADY AV PITTSBURGH, PA 15217","Y","Squirrel Hill South","4","SIMPLE ASSAULT/INJURY","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",1408,5,3,-79.92063357,40.43002809
2958114,17222479,18,"2017-11-17T02:24:00","2400 Block Raven ST Pittsburgh, PA 15210","Y","Carrick","3","MARIJUANA-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount",2904,4,4,-79.9811005992766,40.3906358558194
2872244,16210639,11,"2016-11-07T09:00:00","3200 Block Spruce WY Pittsburgh, PA 15201","N","Strip District","2","FALSE IMPERS PERS PRIV. EMPLOY","3922 Theft by Deception.",203,7,6,-79.97105562,40.46176899
2995595,18082155,17,"2018-05-03T01:50:00","Zone 1","N","","1","SEXUAL ASSAULT","3124.1 Sexual Assault",NA,NA,NA,NA,NA
2951114,17201430,99,"2017-10-18T15:05:00","1400 Block Poplar ST Pittsburgh, PA 15205","Y","Westwood","6",NA,"9497 Aided Case",2811,2,5,-80.0566382942372,40.4284088991233
2860543,16178010,99,"2016-09-19T19:30:00","5800 Block Ellsworth AV Pittsburgh, PA 15232","N","Shadyside","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",705,8,2,-79.93043455,40.4558496
2854447,16161681,14,"2016-08-28T03:30:00","3200 Block Parkview AV Pittsburgh, PA 15213","N","South Oakland","4","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",409,3,3,-79.95371155,40.42941716
3044299,18237778,99,"2018-12-03T12:26:00","100 Block THACKERAY ST PITTSBURGH, PA 15213","N","North Oakland","4",NA,"2709 Harassment (Non-Specific)",403,8,3,-79.9565886892199,40.4431856199648
2860679,16179307,6,"2016-07-24T11:41:00","600 Block Smithfield ST Pittsburgh, PA 15222","Y","Central Business District","2","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",201,6,6,-79.99740551,40.44152525
2823284,16066014,99,"2016-04-12T17:00:00","400 Block Winton ST Pittsburgh, PA 15211","N","Mount Washington","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1807,3,4,-80.00066557,40.42294434
2974302,18019106,99,"2018-01-07T09:00:00","200 Block Kennedy AV Pittsburgh, PA 15214","Y","Perry South","1",NA,"2701 Simple Assault.",2615,1,1,-80.01053271,40.47425994
2127294,5201089,14,"2005-10-10T00:30:00","300 Block MILTENBERGER ST PITTSBURGH, PA ","N","Homewood West","2","CRIMINAL MISCHIEF","3304 Criminal Mischief.",102,6,3,-79.98162065,40.43700282
2822822,16064000,99,"2016-04-09T08:00:00","300 Block 44th ST Pittsburgh, PA 15201","N","Central Lawrenceville","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",902,7,2,-79.95789214,40.46988656
2820188,16046567,10,"2016-03-15T09:01:00","7300 Block Hamilton AV Pittsburgh, PA 15208","Y","Homewood South","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1303,9,2,-79.89564429,40.45401652
3055474,19019350,2,"2019-01-16T23:45:00","Zone 2","N","","2","RAPE BY FORCE","3121 Rape. / 3126 Indecent Assault.",NA,NA,NA,NA,NA
2968632,18002262,99,"2018-01-04T15:50:00","1700 Block Brownsville RD Pittsburgh, PA 15210","Y","Carrick","3",NA,"9497 Aided Case",2901,4,3,-79.987716,40.39763576
2818273,16044974,24,"2016-03-12T20:45:00","S 15th ST & Roland ST Pittsburgh, PA 15203","Y","South Side Flats","3","DISORDERLY CONDUCT","5503 Disorderly Conduct.",1702,3,4,-79.98343519,40.42855549
2097343,5073508,3,"2005-05-01T21:19:00","KENWOOD ST CITY STEPS PITTSBURGH, PA ","N","Homewood North","1","ROBBERY/HIGHWAY/GUN","3701 Robbery.",2604,NA,NA,0,0
2966732,17250614,18,"2017-12-31T08:45:00","Brownsville RD & Arlington AV Pittsburgh, PA 15210","Y","Knoxville","3","MARIJUANA-POSSESS","9015 Failure To Appear/Arrest on Attachment Order / 13(a)(31) Marijuana: Possession Small Amount",3001,NA,NA,-79.986447951866,40.4176022245883
2807898,16017396,6,"2016-01-30T18:10:00","2700 Block E Carson ST Pittsburgh, PA 15203","N","South Side Flats","3","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",1609,3,4,-79.96689241,40.42666614
3001359,18101504,10,"2018-05-29T19:00:00","600 Block Pressley ST Pittsburgh, PA 15212","N","East Allegheny","1","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",2304,1,1,-79.99867967,40.45221882
2109104,5124911,10,"2005-07-05T08:45:00","1000 Block GRANDVIEW AV PITTSBURGH, PA ","N","Lower Lawrenceville","3","RECKLESSLY ENDANGER ANOTH PER","2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief.",1902,2,5,-80.01634019,40.43726095
2945619,17186682,99,"2017-09-25T14:45:00","N Bellefield AV & Bayard ST Pittsburgh, PA 15213","N","North Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",403,8,3,-79.9527239720775,40.448358481258
2971033,18009973,23,"2018-01-16T19:50:00","300 Block Cedar AV Pittsburgh, PA 15212","Y","East Allegheny","1","PUBLIC DRUNKENESS","5505 Public Drunkenness",2304,1,1,-80.00084389,40.45089272
2901033,17051962,99,"2017-03-23T09:32:00","600 Block Filbert ST Pittsburgh, PA 15232","Y","Shadyside","4",NA,"5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",703,8,2,-79.9341855131009,40.4532188380443
2840675,16118068,13,"2016-06-25T20:20:00","Cliff ST & Cassatt ST Pittsburgh, PA 15219","Y","Crawford-Roberts","2","RECEIVING STOLEN PROPERTY","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 4303 General Lighting Requirements. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities / 3809(a) Restriction on Alcoholic Beverages in Vehicle",305,6,3,-79.98554468,40.44618647
2091739,5045741,18,"2005-03-24T08:50:00","2300 Block CENTRE AV PITTSBURGH, PA ","N","East Hills","2","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance",502,6,3,-79.97371307,40.44507764
2118727,5174899,7,"2005-08-28T20:00:00","2500 Block PIONEER AV PITTSBURGH, PA ","Y","Outside City","3","MOTOR VEH THEFT/TRUCK-BUS","3921 Theft by Unlawful Taking or Disposition.",1909,4,4,-80.02312965,40.39724662
3082359,19104144,99,"2019-05-30T10:00:00","300 Block Halket ST Pittsburgh, PA 15213","Y","South Oakland","4",NA,"9999 Miscellaneous Report (No Crime)",409,3,3,-79.9615430224765,40.4370860222288
2875700,16223074,6,"2016-11-28T22:45:00","1400 Block Hartwell ST Pittsburgh, PA 15205","N","Westwood","6","THEFT/ALL OTHERS","2701 Simple Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item",2811,2,5,-80.05078961,40.43694968
3077933,19091103,14,"2019-05-13T18:35:00","100 Block Art Rooney AV Pittsburgh, PA 15212","N","North Shore","1","CRIM MISCHIEF (GRAFFITI)","9130 Graffiti Investigation",2205,1,6,-80.0150926474492,40.4457069987711
3090698,19130595,26,"2019-07-03T17:45:00","1200 Block Itin ST Pittsburgh, PA 15212","Y","Spring Hill-City View","1","PROTECTIVE ORDERS","9093 Indirect Criminal Contempt",2620,1,1,-79.9921856302151,40.4620502777626
2899162,17042498,14,"2017-03-08T13:45:00","600 Block Pressley ST Pittsburgh, PA 15212","Y","East Allegheny","1","CRIMINAL MISCHIEF","3304 Criminal Mischief.",2304,1,1,-79.9986763529192,40.4522108528512
2936693,17160510,14,"2017-08-23T14:15:00","Wenzell AV & Broadway AV Pittsburgh, PA ","N","Beechview","6","CRIM MISCHIEF (GRAFFITI)","9130 Graffiti Investigation",1920,NA,NA,-80.0317838312505,40.4007974735848
2979409,18037432,6,"2018-02-26T07:00:00","5100 Block Butler ST Pittsburgh, PA 15201","N","Upper Lawrenceville","2","MOTOR THEFT (AUTO)-PLATE ONLY","3921(a) Theft by Unlawful Taking or Disposition - Movable item",1011,7,2,-79.95543548,40.47836399
2847832,16141118,99,"2016-07-29T22:39:00","900 Block E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3",NA,"1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department",1702,3,4,-79.98976989,40.42861965
2888586,17018029,99,"2017-01-30T00:05:00","Baum BL & S Millvale AV Pittsburgh, PA 15213","Y","Bloomfield","5",NA,"9489 Found Property",804,7,2,-79.9476735876607,40.4543828983182
3043657,18235544,7,"2018-11-30T14:23:00","1700 Block Spring Garden AV Pittsburgh, PA 15212","N","Spring Garden","1","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2412,1,1,-79.9852177750994,40.4669164886479
2825745,16070951,99,"2016-04-20T13:15:00","Zone 1","N","","1",NA,"3121 Rape. / 6301 Corruption of Minors.",NA,NA,NA,NA,NA
2998493,18095767,18,"2018-05-22T02:24:00","Winslow ST & Paulson AV Pittsburgh, PA 15206","Y","Larimer","5","MARIJUANA-POSSESS","13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities",1204,9,2,-79.91138169,40.46395062
2898028,17041157,99,"2017-03-06T11:00:00","4600 Block Bayard ST Pittsburgh, PA 15213","Y","North Oakland","4",NA,"9999 Miscellaneous Report (No Crime)",404,8,3,-79.9507347618855,40.4498598905221
2930618,17142495,21,"2017-07-29T16:13:00","East ST & Mt Pleasant RD Pittsburgh, PA 15214","Y","Perry North","1","DRIVING UNDER INFLUENCE","13(a)(32) Paraphernalia - Use or Possession / 3736 Reckless Driving / 3802(d)(2) DUI - Drug - Impaired Ability",2607,1,1,-80.0059759648882,40.4823583969789
3019066,18158098,99,"2018-08-16T20:20:00","Stanwix ST & Fort Pitt BL Pittsburgh, PA 15222","N","Central Business District","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",201,NA,NA,0,0
2941968,17175637,5,"2017-09-13T03:50:00","300 Block Emerson ST Pittsburgh, PA 15206","N","Shadyside","4","BURGLARY/FORCE ENT/NON-RES","3502 Burglary.",706,8,2,-79.9237435303048,40.4570121716509
2838314,16108522,99,"2016-06-11T22:30:00","7th AV & Montour WY Pittsburgh, PA 15219","N","Golden Triangle/Civic Arena","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",201,6,6,-79.99632702,40.4426487
3048638,18251569,7,"2018-12-23T02:30:00","6600 Block Selwyn ST Pittsburgh, PA 15206","N","Point Breeze","4","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",1404,8,3,-79.9138641614261,40.4519370178819
2929011,17135194,99,"2017-07-19T17:15:00","Chateau ST & Columbus AV Pittsburgh, PA 15233","N","Manchester","1",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",2107,6,1,-80.029452437348,40.4573441701727
3058621,19024811,6,"2019-02-07T19:42:00","600 Block Liberty AV Pittsburgh, PA 15222","Y","Central Business District","2","RETAIL THEFT (SHOPLIFTING)","9999 Miscellaneous Report (No Crime)",201,6,6,-80.0016237646793,40.4417809547139
2845568,16133390,26,"2016-07-17T00:01:00","2900 Block Parkdale AV Pittsburgh, PA 15227","N","Carrick","3","HARRASSMENT-OTHER","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2904,4,4,-79.98256436,40.3819616
2844185,16128155,24,"2016-07-10T14:30:00","7000 Block Bennett ST Pittsburgh, PA 15208","N","Homewood South","5","HARRASSMENT BY COMUN/ADDRESS","3745 Accidents Involving Damage to Unattended Veh.or Prop. / 2709(a)(3) Harassment No Legitimate Purpose",1303,9,2,-79.90140945,40.45730673
2992215,18063518,4,"2018-04-06T15:55:00","WASHINGTON BL & FRANKSTOWN AV PITTSBURGH, PA 15208","N","Homewood West","5","PROPULSION OF MISSILES INTO OCC VEH/RDWY/INJURY","2707 Propulsion of Missiles ",1207,9,2,-79.90804022,40.45867383
2852031,16154623,10,"2016-08-18T12:20:00","2100 Block Bedford AV Pittsburgh, PA 15219","N","Middle Hill","2","TERRORISTIC THREATS","2706 Terroristic Threats.",501,6,3,-79.98071614,40.44704518
2880067,16232996,99,"2016-12-14T22:55:00","50 Block 11th ST Pittsburgh, PA 15222","Y","Central Business District","2",NA,"9497 Aided Case",201,3,4,-79.98767223,40.42895953
2989203,18066508,14,"2018-04-10T23:21:00","5800 Block Rodgers ST Pittsburgh, PA 15207","Y","Lincoln Place","4","CRIMINAL MISCHIEF","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",3102,5,3,-79.91118126,40.36545178
2112009,5137502,3,"2005-07-20T23:00:00","1000 Block BROOKLINE BL PITTSBURGH, PA ","N","North Oakland","3","ROBBERY/HIGHWAY/KNIFE","3701 Robbery.",1910,4,4,-80.01767607,40.39215439
2805330,16010715,14,"2016-01-18T06:45:00","900 Block Kirkbride ST Pittsburgh, PA 15212","N","California-Kirkbride","1","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2507,6,1,-80.01939056,40.46012385
3043740,18234615,6,"2018-11-29T09:00:00","300 Block Ophelia ST Pittsburgh, PA 15213","N","South Oakland","4","THEFT FROM AUTO","3304 Criminal Mischief.",409,6,3,-79.9632775872796,40.4349475688717
2904296,17058898,99,"2017-04-02T02:05:00","Herron AV & Bigelow BL Pittsburgh, PA 15219","N","Polish Hill","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",605,7,6,-79.9659398745394,40.4557681500401
3021409,18166160,11,"2018-08-14T00:01:00","1100 Block Grandview AV Pittsburgh, PA 15219","N","Mount Washington","3","THEFT BY DECEPTION","3922 Theft by Deception. / 4105(a)(1) Bad Checks",1903,2,5,-80.01764099,40.43748287
3095087,19149194,10,"2019-07-29T12:00:00","700 Block Sherwood AV Pittsburgh, PA 15204","Y","Sheraden","6","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a) Harassment.",2018,NA,NA,0,0
2952215,17198488,5,"2017-10-14T05:00:00","200 Block S Atlantic AV Pittsburgh, PA 15224","Y","Bloomfield","5","BURGLARY/NO FORCE/RES","3502 Burglary.",806,7,2,-79.9390466723125,40.4635961808908
2135622,5232094,6,"2005-11-23T14:50:00","3200 Block MIDDLETOWN RD PITTSBURGH, PA ","Y","Windgap","3","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",2807,2,5,-80.06674078,40.45095029
2886354,16235909,26,"2016-12-19T17:40:00","E Carson ST & Smithfield St BRDG Pittsburgh, PA 15219","Y","South Shore","3","DRUG PARAPHERNALIA","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession",1921,2,5,-80.0039649896493,40.4321580095282
3070492,19064499,6,"2019-03-24T23:00:00","30 Block Flora ST Pittsburgh, PA 15212","N","Brighton Heights","1","THEFT/ALL OTHERS","4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item",2708,1,1,-80.0329026324378,40.4904968518618
2945581,17187254,26,"2017-09-28T22:20:00","3000 Block Shadeland AV Pittsburgh, PA 15212","N","Marshall-Shadeland","1","ALL OTHER OFFENSES(EXPT TRAFF)","609.02 Noncompliance a Nuisance",2715,1,1,-80.0307279081634,40.4716375088997
